"godina","opstina","vakcina","planirano","vakcinisano"
2021,"Рума","DT rev. 2",670,563
2020,"Рума","dT rev. 3",462,451
2021,"Рума","dT rev. 3",780,569
2020,"Рума","DTаP-IPV-Hib",471,461
2021,"Рума","DTаP-IPV-Hib",660,615
2020,"Рума","DTаP-IPV-Hib rev. 1",462,447
2021,"Рума","DTаP-IPV-Hib rev. 1",660,600
2020,"Рума","Hep B",471,454
2020,"Рума","Hep B",,10
2021,"Рума","Hep B",660,584
2021,"Рума","IPV rev. 2",670,336
2020,"Рума","MMR 1",462,419
2021,"Рума","MMR 1",660,540
2020,"Рума","MMR 2",468,357
2021,"Рума","MMR 2",670,515
2020,"Рума","PCV 10",471,454
2021,"Рума","PCV 10",660,620
2020,"Рума","PCV 10 rev.",236,236
2021,"Рума","PCV 10 rev.",660,546
2020,"Савски венац","bOPV rev. 2",506,381
2020,"Савски венац","bOPV rev. 3",337,48
2020,"Савски венац","DT rev. 2",560,432
2021,"Савски венац","DT rev. 2",450,363
2020,"Савски венац","dT rev. 3",336,58
2021,"Савски венац","dT rev. 3",370,263
2020,"Савски венац","DTаP-IPV-Hib",430,395
2021,"Савски венац","DTаP-IPV-Hib",400,390
2020,"Савски венац","DTаP-IPV-Hib rev. 1",559,353
2021,"Савски венац","DTаP-IPV-Hib rev. 1",400,293
2020,"Савски венац","Hep B",470,359
2021,"Савски венац","Hep B",400,365
2021,"Савски венац","Hep B",,5
2021,"Савски венац","IPV rev. 2",450,347
2020,"Савски венац","MMR 1",531,283
2020,"Савски венац","MMR 1",,6
2021,"Савски венац","MMR 1",450,281
2021,"Савски венац","MMR 1",,36
2020,"Савски венац","MMR 1+2",,1
2020,"Савски венац","MMR 2",431,386
2020,"Савски венац","MMR 2",,1
2021,"Савски венац","MMR 2",370,346
2021,"Савски венац","MMR 2",,10
2020,"Савски венац","PCV 10",560,384
2021,"Савски венац","PCV 10",400,384
2020,"Савски венац","PCV 10 rev.",400,258
2021,"Савски венац","PCV 10 rev.",400,262
2020,"Свилајнац","bOPV rev. 2",170,170
2020,"Свилајнац","bOPV rev. 3",190,190
2020,"Свилајнац","DT rev. 2",170,170
2021,"Свилајнац","DT rev. 2",170,160
2020,"Свилајнац","dT rev. 3",190,190
2021,"Свилајнац","dT rev. 3",190,190
2020,"Свилајнац","DTаP-IPV-Hib",130,130
2021,"Свилајнац","DTаP-IPV-Hib",130,130
2020,"Свилајнац","DTаP-IPV-Hib rev. 1",130,130
2021,"Свилајнац","DTаP-IPV-Hib rev. 1",130,130
2020,"Свилајнац","Hep B",130,80
2021,"Свилајнац","Hep B",130,45
2021,"Свилајнац","IPV rev. 2",170,150
2020,"Свилајнац","MMR 1",130,130
2020,"Свилајнац","MMR 1",,10
2021,"Свилајнац","MMR 1",130,120
2021,"Свилајнац","MMR 1",,1
2020,"Свилајнац","MMR 2",170,170
2020,"Свилајнац","MMR 2",,20
2021,"Свилајнац","MMR 2",170,155
2021,"Свилајнац","MMR 2",,4
2020,"Свилајнац","PCV 10",130,120
2021,"Свилајнац","PCV 10",130,120
2020,"Свилајнац","PCV 10 rev.",130,120
2021,"Свилајнац","PCV 10 rev.",130,130
2020,"Сврљиг","bOPV rev. 2",70,60
2020,"Сврљиг","bOPV rev. 3",100,89
2020,"Сврљиг","DT rev. 2",70,60
2021,"Сврљиг","DT rev. 2",70,66
2020,"Сврљиг","dT rev. 3",100,89
2021,"Сврљиг","dT rev. 3",75,67
2020,"Сврљиг","DTаP-IPV-Hib",70,68
2021,"Сврљиг","DTаP-IPV-Hib",70,61
2020,"Сврљиг","DTаP-IPV-Hib rev. 1",63,57
2021,"Сврљиг","DTаP-IPV-Hib rev. 1",65,41
2020,"Сврљиг","Hep B",70,58
2021,"Сврљиг","Hep B",70,64
2021,"Сврљиг","IPV rev. 2",70,66
2020,"Сврљиг","MMR 1",63,53
2021,"Сврљиг","MMR 1",63,37
2021,"Сврљиг","MMR 1",,6
2020,"Сврљиг","MMR 2",70,70
2020,"Сврљиг","MMR 2",,70
2021,"Сврљиг","MMR 2",70,66
2020,"Сврљиг","PCV 10",70,66
2021,"Сврљиг","PCV 10",70,61
2020,"Сврљиг","PCV 10 rev.",100,58
2021,"Сврљиг","PCV 10 rev.",65,41
2020,"Сента","bOPV rev. 2",174,172
2020,"Сента","bOPV rev. 3",198,195
2020,"Сента","DT rev. 2",174,160
2021,"Сента","DT rev. 2",189,189
2020,"Сента","dT rev. 3",198,197
2021,"Сента","dT rev. 3",186,184
2020,"Сента","DTаP-IPV-Hib",205,202
2021,"Сента","DTаP-IPV-Hib",160,158
2020,"Сента","DTаP-IPV-Hib rev. 1",196,196
2021,"Сента","DTаP-IPV-Hib rev. 1",180,178
2020,"Сента","Hep B",205,202
2020,"Сента","Hep B",,4
2021,"Сента","Hep B",160,157
2021,"Сента","Hep B",,4
2021,"Сента","IPV rev. 2",189,188
2020,"Сента","MMR 1",196,195
2020,"Сента","MMR 1",,2
2021,"Сента","MMR 1",180,176
2021,"Сента","MMR 1",,2
2020,"Сента","MMR 1+2",,1
2020,"Сента","MMR 2",174,172
2020,"Сента","MMR 2",,1
2021,"Сента","MMR 2",189,189
2021,"Сента","MMR 2",,2
2020,"Сента","PCV 10",205,197
2021,"Сента","PCV 10",160,158
2020,"Сента","PCV 10 rev.",196,195
2021,"Сента","PCV 10 rev.",180,178
2020,"Сечањ","bOPV rev. 2",82,67
2020,"Сечањ","bOPV rev. 3",81,80
2020,"Сечањ","DT rev. 2",82,63
2021,"Сечањ","DT rev. 2",100,89
2020,"Сечањ","dT rev. 3",81,80
2021,"Сечањ","dT rev. 3",90,87
2020,"Сечањ","DTаP-IPV-Hib",90,88
2021,"Сечањ","DTаP-IPV-Hib",80,71
2020,"Сечањ","DTаP-IPV-Hib rev. 1",76,74
2021,"Сечањ","DTаP-IPV-Hib rev. 1",90,74
2020,"Сечањ","Hep B",90,77
2021,"Сечањ","Hep B",80,59
2021,"Сечањ","Hep B",,8
2021,"Сечањ","IPV rev. 2",100,96
2020,"Сечањ","MMR 1",76,68
2020,"Сечањ","MMR 1",,5
2021,"Сечањ","MMR 1",90,78
2021,"Сечањ","MMR 1",,2
2020,"Сечањ","MMR 2",82,76
2020,"Сечањ","MMR 2",,7
2021,"Сечањ","MMR 2",100,94
2021,"Сечањ","MMR 2",,2
2020,"Сечањ","PCV 10",90,88
2021,"Сечањ","PCV 10",80,60
2020,"Сечањ","PCV 10 rev.",76,74
2021,"Сечањ","PCV 10 rev.",90,81
2020,"Сјеница","bOPV rev. 2",285,278
2020,"Сјеница","bOPV rev. 3",285,278
2020,"Сјеница","DT rev. 2",265,0
2021,"Сјеница","DT rev. 2",289,280
2020,"Сјеница","dT rev. 3",285,278
2021,"Сјеница","dT rev. 3",290,284
2020,"Сјеница","DTаP-IPV-Hib",302,274
2021,"Сјеница","DTаP-IPV-Hib",297,285
2020,"Сјеница","DTаP-IPV-Hib rev. 1",279,249
2021,"Сјеница","DTаP-IPV-Hib rev. 1",275,263
2020,"Сјеница","Hep B",302,274
2021,"Сјеница","Hep B",297,285
2021,"Сјеница","IPV rev. 2",289,280
2020,"Сјеница","MMR 1",283,242
2020,"Сјеница","MMR 1",,10
2021,"Сјеница","MMR 1",293,235
2021,"Сјеница","MMR 1",,30
2020,"Сјеница","MMR 2",265,258
2021,"Сјеница","MMR 2",289,280
2021,"Сјеница","MMR 2",,2
2020,"Сјеница","PCV 10",302,274
2021,"Сјеница","PCV 10",297,285
2020,"Сјеница","PCV 10 rev.",279,249
2021,"Сјеница","PCV 10 rev.",275,263
2020,"Смедерево","bOPV rev. 2",980,891
2020,"Смедерево","bOPV rev. 3",1060,1060
2020,"Смедерево","DT rev. 2",980,605
2021,"Смедерево","DT rev. 2",970,928
2020,"Смедерево","dT rev. 3",1060,1060
2021,"Смедерево","dT rev. 3",1000,395
2020,"Смедерево","DTаP-IPV-Hib",920,910
2021,"Смедерево","DTаP-IPV-Hib",930,853
2020,"Смедерево","DTаP-IPV-Hib rev. 1",920,875
2021,"Смедерево","DTаP-IPV-Hib rev. 1",930,754
2020,"Смедерево","Hep B",920,910
2020,"Смедерево","Hep B",,10
2021,"Смедерево","Hep B",930,831
2021,"Смедерево","Hep B",,15
2021,"Смедерево","IPV rev. 2",970,894
2020,"Смедерево","MMR 1",920,885
2021,"Смедерево","MMR 1",930,769
2021,"Смедерево","MMR 1",,20
2020,"Смедерево","MMR 2",980,882
2020,"Смедерево","MMR 2",,7
2021,"Смедерево","MMR 2",970,914
2021,"Смедерево","MMR 2",,38
2020,"Смедерево","PCV 10",920,910
2021,"Смедерево","PCV 10",930,845
2020,"Смедерево","PCV 10 rev.",920,875
2021,"Смедерево","PCV 10 rev.",930,750
2020,"Смедеревска Паланка","bOPV rev. 2",332,298
2020,"Смедеревска Паланка","bOPV rev. 3",424,395
2020,"Смедеревска Паланка","DT rev. 2",332,296
2021,"Смедеревска Паланка","DT rev. 2",373,355
2020,"Смедеревска Паланка","dT rev. 3",424,395
2021,"Смедеревска Паланка","dT rev. 3",448,414
2020,"Смедеревска Паланка","DTаP-IPV-Hib",330,255
2021,"Смедеревска Паланка","DTаP-IPV-Hib",330,326
2020,"Смедеревска Паланка","DTаP-IPV-Hib rev. 1",320,254
2021,"Смедеревска Паланка","DTаP-IPV-Hib rev. 1",330,269
2020,"Смедеревска Паланка","Hep B",330,235
2020,"Смедеревска Паланка","Hep B",,6
2021,"Смедеревска Паланка","Hep B",330,297
2021,"Смедеревска Паланка","Hep B",,8
2021,"Смедеревска Паланка","IPV rev. 2",373,274
2020,"Смедеревска Паланка","MMR 1",320,238
2020,"Смедеревска Паланка","MMR 1",,28
2021,"Смедеревска Паланка","MMR 1",330,217
2021,"Смедеревска Паланка","MMR 1",,32
2020,"Смедеревска Паланка","MMR 2",332,318
2020,"Смедеревска Паланка","MMR 2",,8
2021,"Смедеревска Паланка","MMR 2",373,327
2021,"Смедеревска Паланка","MMR 2",,33
2020,"Смедеревска Паланка","PCV 10",330,237
2021,"Смедеревска Паланка","PCV 10",330,330
2020,"Смедеревска Паланка","PCV 10 rev.",320,218
2021,"Смедеревска Паланка","PCV 10 rev.",330,269
2020,"Сокобања","bOPV rev. 2",110,106
2020,"Сокобања","bOPV rev. 3",110,110
2020,"Сокобања","DT rev. 2",110,106
2021,"Сокобања","DT rev. 2",105,100
2020,"Сокобања","dT rev. 3",110,110
2021,"Сокобања","dT rev. 3",110,106
2020,"Сокобања","DTаP-IPV-Hib",85,82
2021,"Сокобања","DTаP-IPV-Hib",85,83
2020,"Сокобања","DTаP-IPV-Hib rev. 1",95,91
2021,"Сокобања","DTаP-IPV-Hib rev. 1",95,91
2020,"Сокобања","Hep B",85,82
2021,"Сокобања","Hep B",85,83
2021,"Сокобања","IPV rev. 2",105,100
2020,"Сокобања","MMR 1",86,82
2021,"Сокобања","MMR 1",95,91
2020,"Сокобања","MMR 2",110,106
2021,"Сокобања","MMR 2",105,100
2020,"Сокобања","PCV 10",85,82
2021,"Сокобања","PCV 10",85,83
2020,"Сокобања","PCV 10 rev.",95,91
2021,"Сокобања","PCV 10 rev.",95,91
2020,"Сомбор","bOPV rev. 2",662,541
2020,"Сомбор","bOPV rev. 3",716,475
2020,"Сомбор","DT rev. 2",662,440
2021,"Сомбор","DT rev. 2",649,647
2020,"Сомбор","dT rev. 3",716,472
2021,"Сомбор","dT rev. 3",687,682
2020,"Сомбор","DTаP-IPV-Hib",550,535
2021,"Сомбор","DTаP-IPV-Hib",562,546
2020,"Сомбор","DTаP-IPV-Hib rev. 1",578,489
2021,"Сомбор","DTаP-IPV-Hib rev. 1",550,517
2020,"Сомбор","Hep B",550,490
2020,"Сомбор","Hep B",,32
2021,"Сомбор","Hep B",562,535
2021,"Сомбор","Hep B",,23
2021,"Сомбор","IPV rev. 2",649,647
2020,"Сомбор","MMR 1",578,433
2020,"Сомбор","MMR 1",,20
2021,"Сомбор","MMR 1",550,505
2021,"Сомбор","MMR 1",,111
2020,"Сомбор","MMR 2",662,559
2021,"Сомбор","MMR 2",649,628
2021,"Сомбор","MMR 2",,9
2020,"Сомбор","PCV 10",550,535
2021,"Сомбор","PCV 10",562,546
2020,"Сомбор","PCV 10 rev.",578,396
2021,"Сомбор","PCV 10 rev.",550,517
2020,"Сопот","bOPV rev. 2",147,126
2020,"Сопот","bOPV rev. 3",131,133
2020,"Сопот","DT rev. 2",131,126
2021,"Сопот","DT rev. 2",165,159
2020,"Сопот","dT rev. 3",140,126
2021,"Сопот","dT rev. 3",175,94
2020,"Сопот","DTаP-IPV-Hib",186,160
2021,"Сопот","DTаP-IPV-Hib",148,147
2020,"Сопот","DTаP-IPV-Hib rev. 1",195,152
2021,"Сопот","DTаP-IPV-Hib rev. 1",160,125
2020,"Сопот","Hep B",167,153
2021,"Сопот","Hep B",151,150
2021,"Сопот","Hep B",,5
2021,"Сопот","IPV rev. 2",165,159
2020,"Сопот","MMR 1",184,140
2020,"Сопот","MMR 1",,5
2021,"Сопот","MMR 1",165,144
2021,"Сопот","MMR 1",,22
2020,"Сопот","MMR 2",131,126
2020,"Сопот","MMR 2",,9
2021,"Сопот","MMR 2",166,161
2021,"Сопот","MMR 2",,9
2020,"Сопот","PCV 10",186,160
2021,"Сопот","PCV 10",148,145
2020,"Сопот","PCV 10 rev.",195,150
2021,"Сопот","PCV 10 rev.",160,122
2020,"Србобран","bOPV rev. 2",139,139
2020,"Србобран","bOPV rev. 3",132,130
2020,"Србобран","DT rev. 2",139,136
2021,"Србобран","DT rev. 2",147,145
2020,"Србобран","dT rev. 3",132,129
2021,"Србобран","dT rev. 3",150,144
2020,"Србобран","DTаP-IPV-Hib",167,140
2021,"Србобран","DTаP-IPV-Hib",160,141
2020,"Србобран","DTаP-IPV-Hib rev. 1",117,99
2021,"Србобран","DTаP-IPV-Hib rev. 1",162,135
2020,"Србобран","Hep B",137,115
2021,"Србобран","Hep B",181,133
2021,"Србобран","IPV rev. 2",147,145
2020,"Србобран","MMR 1",160,105
2021,"Србобран","MMR 1",202,173
2020,"Србобран","MMR 2",139,139
2021,"Србобран","MMR 2",147,145
2020,"Србобран","PCV 10",156,130
2021,"Србобран","PCV 10",160,141
2020,"Србобран","PCV 10 rev.",99,80
2021,"Србобран","PCV 10 rev.",162,137
2020,"Срем. Митровица","bOPV rev. 2",667,611
2020,"Срем. Митровица","bOPV rev. 3",900,852
2020,"Срем. Митровица","DT rev. 2",667,372
2021,"Срем. Митровица","DT rev. 2",505,388
2020,"Срем. Митровица","dT rev. 3",900,874
2021,"Срем. Митровица","dT rev. 3",553,553
2020,"Срем. Митровица","DTаP-IPV-Hib",650,603
2021,"Срем. Митровица","DTаP-IPV-Hib",460,386
2020,"Срем. Митровица","DTаP-IPV-Hib rev. 1",628,615
2021,"Срем. Митровица","DTаP-IPV-Hib rev. 1",460,368
2020,"Срем. Митровица","Hep B",650,618
2020,"Срем. Митровица","Hep B",,3
2021,"Срем. Митровица","Hep B",460,406
2021,"Срем. Митровица","IPV rev. 2",505,416
2020,"Срем. Митровица","MMR 1",628,628
2021,"Срем. Митровица","MMR 1",460,351
2021,"Срем. Митровица","MMR 1",,6
2020,"Срем. Митровица","MMR 2",667,652
2020,"Срем. Митровица","MMR 2",,22
2021,"Срем. Митровица","MMR 2",505,404
2021,"Срем. Митровица","MMR 2",,2
2020,"Срем. Митровица","PCV 10",650,610
2021,"Срем. Митровица","PCV 10",460,386
2020,"Срем. Митровица","PCV 10 rev.",480,389
2021,"Срем. Митровица","PCV 10 rev.",460,368
2020,"Српска Црња","bOPV rev. 2",78,75
2020,"Српска Црња","bOPV rev. 3",98,95
2020,"Српска Црња","DT rev. 2",78,75
2021,"Српска Црња","DT rev. 2",93,90
2020,"Српска Црња","dT rev. 3",98,95
2021,"Српска Црња","dT rev. 3",79,79
2020,"Српска Црња","DTаP-IPV-Hib",90,90
2021,"Српска Црња","DTаP-IPV-Hib",85,81
2020,"Српска Црња","DTаP-IPV-Hib rev. 1",99,97
2021,"Српска Црња","DTаP-IPV-Hib rev. 1",93,89
2020,"Српска Црња","Hep B",90,82
2021,"Српска Црња","Hep B",85,82
2021,"Српска Црња","IPV rev. 2",93,80
2020,"Српска Црња","MMR 1",99,97
2021,"Српска Црња","MMR 1",93,87
2020,"Српска Црња","MMR 2",78,75
2021,"Српска Црња","MMR 2",93,90
2020,"Српска Црња","PCV 10",90,90
2021,"Српска Црња","PCV 10",85,81
2020,"Српска Црња","PCV 10 rev.",99,97
2021,"Српска Црња","PCV 10 rev.",93,89
2020,"Стара Пазова","bOPV rev. 2",638,312
2020,"Стара Пазова","bOPV rev. 3",664,424
2020,"Стара Пазова","DT rev. 2",638,316
2021,"Стара Пазова","DT rev. 2",593,550
2020,"Стара Пазова","dT rev. 3",664,488
2021,"Стара Пазова","dT rev. 3",558,517
2020,"Стара Пазова","DTаP-IPV-Hib",613,561
2021,"Стара Пазова","DTаP-IPV-Hib",600,549
2020,"Стара Пазова","DTаP-IPV-Hib rev. 1",613,541
2021,"Стара Пазова","DTаP-IPV-Hib rev. 1",600,503
2020,"Стара Пазова","Hep B",613,591
2021,"Стара Пазова","Hep B",600,506
2021,"Стара Пазова","Hep B",,14
2021,"Стара Пазова","IPV rev. 2",593,584
2020,"Стара Пазова","MMR 1",613,470
2021,"Стара Пазова","MMR 1",600,558
2020,"Стара Пазова","MMR 2",638,516
2021,"Стара Пазова","MMR 2",593,522
2020,"Стара Пазова","PCV 10",613,552
2021,"Стара Пазова","PCV 10",600,600
2020,"Стара Пазова","PCV 10 rev.",613,554
2021,"Стара Пазова","PCV 10 rev.",600,480
2020,"Стари град","bOPV rev. 2",400,317
2020,"Стари град","bOPV rev. 3",382,208
2020,"Стари град","DT rev. 2",400,309
2021,"Стари град","DT rev. 2",550,412
2020,"Стари град","dT rev. 3",382,216
2021,"Стари град","dT rev. 3",486,298
2020,"Стари град","DTаP-IPV-Hib",470,354
2021,"Стари град","DTаP-IPV-Hib",410,407
2020,"Стари град","DTаP-IPV-Hib rev. 1",510,365
2021,"Стари град","DTаP-IPV-Hib rev. 1",417,337
2020,"Стари град","Hep B",530,319
2021,"Стари град","Hep B",400,399
2021,"Стари град","Hep B",,14
2021,"Стари град","IPV rev. 2",550,420
2020,"Стари град","MMR 1",530,276
2020,"Стари град","MMR 1",,1
2021,"Стари град","MMR 1",417,298
2021,"Стари град","MMR 1",,38
2020,"Стари град","MMR 1+2",,1
2020,"Стари град","MMR 2",566,319
2020,"Стари град","MMR 2",,2
2021,"Стари град","MMR 2",550,375
2021,"Стари град","MMR 2",,14
2020,"Стари град","PCV 10",500,304
2021,"Стари град","PCV 10",400,369
2020,"Стари град","PCV 10 rev.",400,241
2021,"Стари град","PCV 10 rev.",417,256
2020,"Суботица","bOPV rev. 2",1150,1130
2020,"Суботица","bOPV rev. 3",1302,1292
2020,"Суботица","DT rev. 2",1150,401
2021,"Суботица","DT rev. 2",1170,1120
2020,"Суботица","dT rev. 3",1302,1272
2021,"Суботица","dT rev. 3",1262,927
2020,"Суботица","DTаP-IPV-Hib",1300,1215
2021,"Суботица","DTаP-IPV-Hib",1250,1161
2020,"Суботица","DTаP-IPV-Hib rev. 1",1300,1251
2021,"Суботица","DTаP-IPV-Hib rev. 1",1300,1185
2020,"Суботица","Hep B",1300,1220
2020,"Суботица","Hep B",,21
2021,"Суботица","Hep B",1250,1166
2021,"Суботица","Hep B",,13
2021,"Суботица","IPV rev. 2",1170,853
2020,"Суботица","MMR 1",1300,1250
2020,"Суботица","MMR 1",,18
2021,"Суботица","MMR 1",1300,1172
2021,"Суботица","MMR 1",,6
2020,"Суботица","MMR 1+2",,1
2021,"Суботица","MMR 1+2",,2
2020,"Суботица","MMR 2",1150,1134
2020,"Суботица","MMR 2",,21
2021,"Суботица","MMR 2",1170,1106
2021,"Суботица","MMR 2",,9
2020,"Суботица","PCV 10",1300,1211
2021,"Суботица","PCV 10",1250,1146
2020,"Суботица","PCV 10 rev.",1300,1253
2021,"Суботица","PCV 10 rev.",1300,1112
2020,"Сурдулица","bOPV rev. 2",170,85
2020,"Сурдулица","bOPV rev. 3",210,155
2020,"Сурдулица","DT rev. 2",170,2
2021,"Сурдулица","DT rev. 2",180,68
2020,"Сурдулица","dT rev. 3",210,156
2021,"Сурдулица","dT rev. 3",210,154
2020,"Сурдулица","DTаP-IPV-Hib",155,134
2021,"Сурдулица","DTаP-IPV-Hib",116,97
2020,"Сурдулица","DTаP-IPV-Hib rev. 1",150,59
2021,"Сурдулица","DTаP-IPV-Hib rev. 1",143,64
2020,"Сурдулица","Hep B",155,135
2020,"Сурдулица","Hep B",,23
2021,"Сурдулица","Hep B",116,92
2021,"Сурдулица","Hep B",,36
2021,"Сурдулица","IPV rev. 2",180,97
2020,"Сурдулица","MMR 1",155,76
2020,"Сурдулица","MMR 1",,45
2021,"Сурдулица","MMR 1",150,64
2021,"Сурдулица","MMR 1",,54
2020,"Сурдулица","MMR 2",170,86
2020,"Сурдулица","MMR 2",,7
2021,"Сурдулица","MMR 2",180,101
2021,"Сурдулица","MMR 2",,27
2020,"Сурдулица","PCV 10",155,120
2021,"Сурдулица","PCV 10",116,89
2020,"Сурдулица","PCV 10 rev.",150,73
2021,"Сурдулица","PCV 10 rev.",143,59
2020,"Темерин","bOPV rev. 2",241,241
2020,"Темерин","bOPV rev. 3",295,293
2020,"Темерин","DT rev. 2",241,223
2021,"Темерин","DT rev. 2",242,239
2020,"Темерин","dT rev. 3",295,293
2021,"Темерин","dT rev. 3",266,140
2020,"Темерин","DTаP-IPV-Hib",259,259
2021,"Темерин","DTаP-IPV-Hib",202,202
2020,"Темерин","DTаP-IPV-Hib rev. 1",260,240
2021,"Темерин","DTаP-IPV-Hib rev. 1",248,236
2020,"Темерин","Hep B",259,244
2021,"Темерин","Hep B",220,220
2021,"Темерин","IPV rev. 2",242,239
2020,"Темерин","MMR 1",270,213
2021,"Темерин","MMR 1",243,224
2020,"Темерин","MMR 2",241,241
2021,"Темерин","MMR 2",242,240
2020,"Темерин","PCV 10",259,259
2021,"Темерин","PCV 10",202,202
2020,"Темерин","PCV 10 rev.",260,240
2021,"Темерин","PCV 10 rev.",248,236
2020,"Тител","bOPV rev. 2",152,111
2020,"Тител","bOPV rev. 3",150,114
2020,"Тител","DT rev. 2",152,103
2021,"Тител","DT rev. 2",128,98
2020,"Тител","dT rev. 3",150,120
2021,"Тител","dT rev. 3",151,141
2020,"Тител","DTаP-IPV-Hib",154,138
2021,"Тител","DTаP-IPV-Hib",158,124
2020,"Тител","DTаP-IPV-Hib rev. 1",139,101
2021,"Тител","DTаP-IPV-Hib rev. 1",152,107
2020,"Тител","Hep B",152,110
2020,"Тител","Hep B",,2
2021,"Тител","Hep B",154,119
2021,"Тител","Hep B",,3
2021,"Тител","IPV rev. 2",128,81
2020,"Тител","MMR 1",139,106
2021,"Тител","MMR 1",152,118
2020,"Тител","MMR 2",152,131
2021,"Тител","MMR 2",128,101
2020,"Тител","PCV 10",152,135
2021,"Тител","PCV 10",154,108
2020,"Тител","PCV 10 rev.",139,42
2021,"Тител","PCV 10 rev.",150,90
2020,"Топола","bOPV rev. 2",154,151
2020,"Топола","bOPV rev. 3",198,191
2020,"Топола","DT rev. 2",154,148
2021,"Топола","DT rev. 2",128,126
2020,"Топола","dT rev. 3",198,191
2021,"Топола","dT rev. 3",174,170
2020,"Топола","DTаP-IPV-Hib",154,128
2021,"Топола","DTаP-IPV-Hib",125,120
2020,"Топола","DTаP-IPV-Hib rev. 1",154,136
2021,"Топола","DTаP-IPV-Hib rev. 1",135,120
2020,"Топола","Hep B",154,125
2021,"Топола","Hep B",125,118
2021,"Топола","Hep B",,9
2021,"Топола","IPV rev. 2",128,126
2020,"Топола","MMR 1",154,123
2021,"Топола","MMR 1",127,115
2021,"Топола","MMR 1",,15
2021,"Топола","MMR 1+2",,15
2020,"Топола","MMR 2",154,151
2021,"Топола","MMR 2",128,123
2020,"Топола","PCV 10",154,128
2021,"Топола","PCV 10",125,120
2020,"Топола","PCV 10 rev.",154,130
2021,"Топола","PCV 10 rev.",135,124
2020,"Трговиште","bOPV rev. 2",43,43
2020,"Трговиште","bOPV rev. 3",46,46
2020,"Трговиште","DT rev. 2",43,43
2021,"Трговиште","DT rev. 2",30,30
2020,"Трговиште","dT rev. 3",46,46
2021,"Трговиште","dT rev. 3",31,31
2020,"Трговиште","DTаP-IPV-Hib",35,34
2021,"Трговиште","DTаP-IPV-Hib",30,30
2020,"Трговиште","DTаP-IPV-Hib rev. 1",38,37
2021,"Трговиште","DTаP-IPV-Hib rev. 1",33,31
2020,"Трговиште","Hep B",35,33
2021,"Трговиште","Hep B",30,30
2021,"Трговиште","IPV rev. 2",30,30
2020,"Трговиште","MMR 1",36,32
2020,"Трговиште","MMR 1",,2
2021,"Трговиште","MMR 1",31,30
2021,"Трговиште","MMR 1+2",,2
2020,"Трговиште","MMR 2",43,43
2021,"Трговиште","MMR 2",30,30
2020,"Трговиште","PCV 10",35,34
2021,"Трговиште","PCV 10",30,30
2020,"Трговиште","PCV 10 rev.",38,37
2021,"Трговиште","PCV 10 rev.",33,31
2020,"Трстеник","bOPV rev. 2",274,265
2020,"Трстеник","bOPV rev. 3",320,302
2020,"Трстеник","DT rev. 2",266,249
2021,"Трстеник","DT rev. 2",302,302
2020,"Трстеник","dT rev. 3",320,302
2021,"Трстеник","dT rev. 3",286,286
2020,"Трстеник","DTаP-IPV-Hib",239,236
2021,"Трстеник","DTаP-IPV-Hib",254,252
2020,"Трстеник","DTаP-IPV-Hib rev. 1",284,259
2021,"Трстеник","DTаP-IPV-Hib rev. 1",213,210
2020,"Трстеник","Hep B",226,221
2021,"Трстеник","Hep B",312,310
2021,"Трстеник","IPV rev. 2",284,281
2020,"Трстеник","MMR 1",255,225
2021,"Трстеник","MMR 1",240,236
2020,"Трстеник","MMR 2",220,210
2020,"Трстеник","MMR 2",,4
2021,"Трстеник","MMR 2",266,247
2021,"Трстеник","MMR 2",,10
2020,"Трстеник","PCV 10",235,233
2021,"Трстеник","PCV 10",257,257
2020,"Трстеник","PCV 10 rev.",275,239
2021,"Трстеник","PCV 10 rev.",205,204
2020,"Ћићевац","bOPV rev. 2",50,50
2020,"Ћићевац","bOPV rev. 3",87,87
2020,"Ћићевац","DT rev. 2",50,50
2021,"Ћићевац","DT rev. 2",59,50
2020,"Ћићевац","dT rev. 3",87,87
2021,"Ћићевац","dT rev. 3",73,13
2020,"Ћићевац","DTаP-IPV-Hib",56,56
2021,"Ћићевац","DTаP-IPV-Hib",42,32
2020,"Ћићевац","DTаP-IPV-Hib rev. 1",61,46
2021,"Ћићевац","DTаP-IPV-Hib rev. 1",56,39
2020,"Ћићевац","Hep B",56,56
2021,"Ћићевац","Hep B",42,30
2021,"Ћићевац","IPV rev. 2",59,39
2020,"Ћићевац","MMR 1",56,39
2021,"Ћићевац","MMR 1",42,33
2020,"Ћићевац","MMR 2",50,50
2021,"Ћићевац","MMR 2",59,54
2020,"Ћићевац","PCV 10",56,50
2021,"Ћићевац","PCV 10",42,32
2020,"Ћићевац","PCV 10 rev.",61,46
2021,"Ћићевац","PCV 10 rev.",56,37
2020,"Ћуприја","bOPV rev. 2",212,180
2020,"Ћуприја","bOPV rev. 3",265,124
2020,"Ћуприја","DT rev. 2",212,112
2021,"Ћуприја","DT rev. 2",212,173
2020,"Ћуприја","dT rev. 3",265,124
2021,"Ћуприја","dT rev. 3",265,199
2020,"Ћуприја","DTаP-IPV-Hib",203,85
2021,"Ћуприја","DTаP-IPV-Hib",203,135
2020,"Ћуприја","DTаP-IPV-Hib rev. 1",203,112
2021,"Ћуприја","DTаP-IPV-Hib rev. 1",203,146
2020,"Ћуприја","Hep B",203,40
