"godina","opstina","vakcina","planirano","vakcinisano"
2020,"Брус","MMR 1",103,102
2020,"Брус","MMR 1",,1
2021,"Брус","MMR 1",96,92
2021,"Брус","MMR 1",,3
2020,"Брус","MMR 1+2",,1
2021,"Брус","MMR 1+2",,1
2020,"Брус","MMR 2",123,123
2020,"Брус","MMR 2",,1
2021,"Брус","MMR 2",114,113
2021,"Брус","MMR 2",,2
2020,"Брус","PCV 10",103,103
2021,"Брус","PCV 10",96,96
2020,"Брус","PCV 10 rev.",116,115
2021,"Брус","PCV 10 rev.",104,104
2020,"Бујановац","bOPV rev. 2",443,261
2020,"Бујановац","bOPV rev. 3",524,400
2020,"Бујановац","DT rev. 2",443,176
2021,"Бујановац","DT rev. 2",431,384
2020,"Бујановац","dT rev. 3",524,465
2021,"Бујановац","dT rev. 3",443,324
2020,"Бујановац","DTаP-IPV-Hib",460,363
2021,"Бујановац","DTаP-IPV-Hib",448,395
2020,"Бујановац","DTаP-IPV-Hib rev. 1",403,296
2021,"Бујановац","DTаP-IPV-Hib rev. 1",363,300
2020,"Бујановац","Hep B",460,263
2020,"Бујановац","Hep B",,24
2021,"Бујановац","Hep B",448,368
2021,"Бујановац","IPV rev. 2",431,417
2020,"Бујановац","MMR 1",494,344
2021,"Бујановац","MMR 1",447,337
2020,"Бујановац","MMR 2",443,304
2020,"Бујановац","MMR 2",,8
2021,"Бујановац","MMR 2",431,332
2021,"Бујановац","MMR 2",,4
2020,"Бујановац","PCV 10",460,350
2021,"Бујановац","PCV 10",448,386
2020,"Бујановац","PCV 10 rev.",373,225
2021,"Бујановац","PCV 10 rev.",349,270
2020,"Ваљево","bOPV rev. 2",661,659
2020,"Ваљево","bOPV rev. 3",770,503
2020,"Ваљево","DT rev. 2",661,623
2021,"Ваљево","DT rev. 2",758,724
2020,"Ваљево","dT rev. 3",770,481
2021,"Ваљево","dT rev. 3",712,404
2020,"Ваљево","DTаP-IPV-Hib",750,750
2021,"Ваљево","DTаP-IPV-Hib",755,724
2020,"Ваљево","DTаP-IPV-Hib rev. 1",750,607
2021,"Ваљево","DTаP-IPV-Hib rev. 1",750,668
2020,"Ваљево","Hep B",750,734
2020,"Ваљево","Hep B",,6
2021,"Ваљево","Hep B",755,700
2021,"Ваљево","Hep B",,2
2021,"Ваљево","IPV rev. 2",758,544
2020,"Ваљево","MMR 1",750,637
2020,"Ваљево","MMR 1",,9
2021,"Ваљево","MMR 1",750,675
2021,"Ваљево","MMR 1",,27
2020,"Ваљево","MMR 2",661,653
2020,"Ваљево","MMR 2",,11
2021,"Ваљево","MMR 2",758,733
2021,"Ваљево","MMR 2",,8
2020,"Ваљево","PCV 10",751,751
2021,"Ваљево","PCV 10",755,720
2020,"Ваљево","PCV 10 rev.",750,606
2021,"Ваљево","PCV 10 rev.",750,660
2020,"Варварин","bOPV rev. 2",121,106
2020,"Варварин","bOPV rev. 3",120,102
2020,"Варварин","DT rev. 2",121,99
2021,"Варварин","DT rev. 2",121,121
2020,"Варварин","dT rev. 3",120,102
2021,"Варварин","dT rev. 3",139,116
2020,"Варварин","DTаP-IPV-Hib",120,105
2021,"Варварин","DTаP-IPV-Hib",115,79
2020,"Варварин","DTаP-IPV-Hib rev. 1",113,84
2021,"Варварин","DTаP-IPV-Hib rev. 1",120,85
2020,"Варварин","Hep B",120,55
2021,"Варварин","Hep B",115,73
2021,"Варварин","IPV rev. 2",118,108
2020,"Варварин","MMR 1",113,101
2021,"Варварин","MMR 1",120,70
2021,"Варварин","MMR 1",,5
2020,"Варварин","MMR 2",121,106
2021,"Варварин","MMR 2",121,121
2021,"Варварин","MMR 2",,2
2020,"Варварин","PCV 10",120,105
2021,"Варварин","PCV 10",115,79
2020,"Варварин","PCV 10 rev.",113,84
2021,"Варварин","PCV 10 rev.",120,85
2020,"Велика Плана","bOPV rev. 2",293,285
2020,"Велика Плана","bOPV rev. 3",366,362
2020,"Велика Плана","DT rev. 2",293,287
2021,"Велика Плана","DT rev. 2",309,303
2020,"Велика Плана","dT rev. 3",366,362
2021,"Велика Плана","dT rev. 3",349,346
2020,"Велика Плана","DTаP-IPV-Hib",305,301
2021,"Велика Плана","DTаP-IPV-Hib",305,285
2020,"Велика Плана","DTаP-IPV-Hib rev. 1",305,278
2021,"Велика Плана","DTаP-IPV-Hib rev. 1",305,287
2020,"Велика Плана","Hep B",305,288
2020,"Велика Плана","Hep B",,7
2021,"Велика Плана","Hep B",305,270
2021,"Велика Плана","Hep B",,8
2021,"Велика Плана","IPV rev. 2",309,305
2020,"Велика Плана","MMR 1",305,262
2020,"Велика Плана","MMR 1",,13
2021,"Велика Плана","MMR 1",305,254
2021,"Велика Плана","MMR 1",,10
2020,"Велика Плана","MMR 2",304,285
2020,"Велика Плана","MMR 2",,8
2021,"Велика Плана","MMR 2",309,269
2021,"Велика Плана","MMR 2",,5
2020,"Велика Плана","PCV 10",305,293
2021,"Велика Плана","PCV 10",305,279
2020,"Велика Плана","PCV 10 rev.",305,277
2021,"Велика Плана","PCV 10 rev.",305,279
2020,"Велико Градиште","bOPV rev. 2",124,124
2020,"Велико Градиште","bOPV rev. 3",128,126
2020,"Велико Градиште","DT rev. 2",124,118
2021,"Велико Градиште","DT rev. 2",129,107
2020,"Велико Градиште","dT rev. 3",131,131
2021,"Велико Градиште","dT rev. 3",130,120
2020,"Велико Градиште","DTаP-IPV-Hib",101,93
2021,"Велико Градиште","DTаP-IPV-Hib",104,104
2020,"Велико Градиште","DTаP-IPV-Hib rev. 1",105,101
2021,"Велико Градиште","DTаP-IPV-Hib rev. 1",101,90
2020,"Велико Градиште","Hep B",101,70
2021,"Велико Градиште","Hep B",101,100
2021,"Велико Градиште","Hep B",,6
2021,"Велико Градиште","IPV rev. 2",129,95
2020,"Велико Градиште","MMR 1",101,90
2020,"Велико Градиште","MMR 1",,8
2021,"Велико Градиште","MMR 1",101,95
2021,"Велико Градиште","MMR 1",,9
2020,"Велико Градиште","MMR 2",124,124
2020,"Велико Градиште","MMR 2",,1
2021,"Велико Градиште","MMR 2",129,107
2020,"Велико Градиште","PCV 10",101,55
2021,"Велико Градиште","PCV 10",104,104
2020,"Велико Градиште","PCV 10 rev.",115,101
2021,"Велико Градиште","PCV 10 rev.",101,90
2020,"Владимирци","bOPV rev. 2",106,100
2020,"Владимирци","bOPV rev. 3",140,137
2020,"Владимирци","DT rev. 2",106,100
2021,"Владимирци","DT rev. 2",126,120
2020,"Владимирци","dT rev. 3",140,137
2021,"Владимирци","dT rev. 3",130,129
2020,"Владимирци","DTаP-IPV-Hib",110,109
2021,"Владимирци","DTаP-IPV-Hib",108,103
2020,"Владимирци","DTаP-IPV-Hib rev. 1",120,119
2021,"Владимирци","DTаP-IPV-Hib rev. 1",118,107
2020,"Владимирци","Hep B",110,110
2021,"Владимирци","Hep B",110,105
2021,"Владимирци","Hep B",,17
2021,"Владимирци","IPV rev. 2",126,94
2020,"Владимирци","MMR 1",106,104
2020,"Владимирци","MMR 1",,104
2021,"Владимирци","MMR 1",110,77
2020,"Владимирци","MMR 2",106,100
2020,"Владимирци","MMR 2",,40
2021,"Владимирци","MMR 2",126,120
2021,"Владимирци","MMR 2",,7
2020,"Владимирци","PCV 10",110,109
2021,"Владимирци","PCV 10",108,103
2020,"Владимирци","PCV 10 rev.",112,111
2021,"Владимирци","PCV 10 rev.",118,107
2020,"Владичин Хан","bOPV rev. 2",125,111
2020,"Владичин Хан","bOPV rev. 3",174,156
2020,"Владичин Хан","DT rev. 2",125,64
2021,"Владичин Хан","DT rev. 2",147,129
2020,"Владичин Хан","dT rev. 3",174,156
2021,"Владичин Хан","dT rev. 3",190,165
2020,"Владичин Хан","DTаP-IPV-Hib",151,106
2021,"Владичин Хан","DTаP-IPV-Hib",150,124
2020,"Владичин Хан","DTаP-IPV-Hib rev. 1",167,90
2021,"Владичин Хан","DTаP-IPV-Hib rev. 1",150,72
2020,"Владичин Хан","Hep B",151,97
2020,"Владичин Хан","Hep B",,36
2021,"Владичин Хан","Hep B",150,111
2021,"Владичин Хан","Hep B",,39
2021,"Владичин Хан","IPV rev. 2",147,105
2020,"Владичин Хан","MMR 1",152,77
2020,"Владичин Хан","MMR 1",,45
2021,"Владичин Хан","MMR 1",157,53
2021,"Владичин Хан","MMR 1",,49
2020,"Владичин Хан","MMR 2",125,111
2020,"Владичин Хан","MMR 2",,6
2021,"Владичин Хан","MMR 2",147,128
2021,"Владичин Хан","MMR 2",,17
2020,"Владичин Хан","PCV 10",151,102
2021,"Владичин Хан","PCV 10",150,123
2020,"Владичин Хан","PCV 10 rev.",151,72
2021,"Владичин Хан","PCV 10 rev.",150,63
2020,"Власотинце","bOPV rev. 2",210,176
2020,"Власотинце","bOPV rev. 3",298,218
2020,"Власотинце","DT rev. 2",210,157
2021,"Власотинце","DT rev. 2",235,235
2020,"Власотинце","dT rev. 3",298,221
2021,"Власотинце","dT rev. 3",246,161
2020,"Власотинце","DTаP-IPV-Hib",215,215
2021,"Власотинце","DTаP-IPV-Hib",200,200
2020,"Власотинце","DTаP-IPV-Hib rev. 1",200,200
2021,"Власотинце","DTаP-IPV-Hib rev. 1",200,192
2020,"Власотинце","Hep B",215,196
2021,"Власотинце","Hep B",200,193
2021,"Власотинце","IPV rev. 2",235,235
2020,"Власотинце","MMR 1",200,147
2020,"Власотинце","MMR 1",,2
2021,"Власотинце","MMR 1",200,180
2020,"Власотинце","MMR 2",210,179
2021,"Власотинце","MMR 2",235,235
2020,"Власотинце","PCV 10",215,214
2021,"Власотинце","PCV 10",200,200
2020,"Власотинце","PCV 10 rev.",200,183
2021,"Власотинце","PCV 10 rev.",200,192
2020,"Вождовац","bOPV rev. 2",1700,1448
2020,"Вождовац","bOPV rev. 3",1600,1081
2020,"Вождовац","DT rev. 2",1700,1447
2021,"Вождовац","DT rev. 2",1810,1572
2020,"Вождовац","dT rev. 3",1600,1076
2021,"Вождовац","dT rev. 3",1800,643
2020,"Вождовац","DTаP-IPV-Hib",1800,1683
2021,"Вождовац","DTаP-IPV-Hib",1790,1633
2020,"Вождовац","DTаP-IPV-Hib rev. 1",1840,1651
2021,"Вождовац","DTаP-IPV-Hib rev. 1",2000,1507
2020,"Вождовац","Hep B",1850,1630
2021,"Вождовац","Hep B",1800,1605
2021,"Вождовац","Hep B",,31
2021,"Вождовац","IPV rev. 2",1810,1570
2020,"Вождовац","MMR 1",1750,1401
2020,"Вождовац","MMR 1",,3
2021,"Вождовац","MMR 1",2100,1491
2021,"Вождовац","MMR 1",,26
2020,"Вождовац","MMR 1+2",,4
2021,"Вождовац","MMR 1+2",,1
2020,"Вождовац","MMR 2",1700,1441
2020,"Вождовац","MMR 2",,16
2021,"Вождовац","MMR 2",1810,1493
2021,"Вождовац","MMR 2",,22
2020,"Вождовац","PCV 10",1800,1607
2021,"Вождовац","PCV 10",1790,1588
2020,"Вождовац","PCV 10 rev.",1800,1173
2021,"Вождовац","PCV 10 rev.",2000,1273
2020,"Врање","bOPV rev. 2",690,503
2020,"Врање","bOPV rev. 3",960,72
2020,"Врање","DT rev. 2",690,213
2021,"Врање","DT rev. 2",770,613
2020,"Врање","dT rev. 3",960,249
2021,"Врање","dT rev. 3",650,647
2020,"Врање","DTаP-IPV-Hib",696,604
2021,"Врање","DTаP-IPV-Hib",750,644
2020,"Врање","DTаP-IPV-Hib rev. 1",750,575
2021,"Врање","DTаP-IPV-Hib rev. 1",763,672
2020,"Врање","Hep B",696,528
2020,"Врање","Hep B",,51
2021,"Врање","Hep B",750,680
2021,"Врање","Hep B",,55
2021,"Врање","IPV rev. 2",770,640
2020,"Врање","MMR 1",750,363
2020,"Врање","MMR 1",,52
2021,"Врање","MMR 1",763,641
2021,"Врање","MMR 1",,128
2020,"Врање","MMR 2",690,476
2020,"Врање","MMR 2",,152
2021,"Врање","MMR 2",770,719
2021,"Врање","MMR 2",,19
2020,"Врање","PCV 10",696,528
2021,"Врање","PCV 10",750,606
2020,"Врање","PCV 10 rev.",750,444
2021,"Врање","PCV 10 rev.",763,501
2020,"Врачар","bOPV rev. 2",650,498
2020,"Врачар","bOPV rev. 3",680,436
2020,"Врачар","DT rev. 2",650,494
2021,"Врачар","DT rev. 2",816,504
2020,"Врачар","dT rev. 3",680,438
2021,"Врачар","dT rev. 3",727,51
2020,"Врачар","DTаP-IPV-Hib",600,570
2021,"Врачар","DTаP-IPV-Hib",625,562
2020,"Врачар","DTаP-IPV-Hib rev. 1",670,523
2021,"Врачар","DTаP-IPV-Hib rev. 1",736,509
2020,"Врачар","Hep B",650,544
2021,"Врачар","Hep B",625,565
2021,"Врачар","Hep B",,3
2021,"Врачар","IPV rev. 2",816,511
2020,"Врачар","MMR 1",617,517
2020,"Врачар","MMR 1",,6
2021,"Врачар","MMR 1",736,510
2021,"Врачар","MMR 1",,23
2020,"Врачар","MMR 1+2",,1
2021,"Врачар","MMR 1+2",,2
2020,"Врачар","MMR 2",600,484
2020,"Врачар","MMR 2",,3
2021,"Врачар","MMR 2",816,516
2021,"Врачар","MMR 2",,13
2020,"Врачар","PCV 10",599,561
2021,"Врачар","PCV 10",625,595
2020,"Врачар","PCV 10 rev.",650,463
2021,"Врачар","PCV 10 rev.",736,486
2020,"Врбас","bOPV rev. 2",371,354
2020,"Врбас","bOPV rev. 3",458,442
2020,"Врбас","DT rev. 2",371,303
2021,"Врбас","DT rev. 2",379,300
2020,"Врбас","dT rev. 3",412,405
2021,"Врбас","dT rev. 3",442,350
2020,"Врбас","DTаP-IPV-Hib",399,268
2021,"Врбас","DTаP-IPV-Hib",362,324
2020,"Врбас","DTаP-IPV-Hib rev. 1",476,389
2021,"Врбас","DTаP-IPV-Hib rev. 1",419,367
2020,"Врбас","Hep B",381,316
2020,"Врбас","Hep B",,2
2021,"Врбас","Hep B",362,326
2021,"Врбас","IPV rev. 2",379,351
2020,"Врбас","MMR 1",402,317
2020,"Врбас","MMR 1",,14
2021,"Врбас","MMR 1",362,321
2021,"Врбас","MMR 1",,39
2020,"Врбас","MMR 2",371,357
2021,"Врбас","MMR 2",379,360
2021,"Врбас","MMR 2",,11
2020,"Врбас","PCV 10",396,311
2021,"Врбас","PCV 10",362,320
2020,"Врбас","PCV 10 rev.",485,380
2021,"Врбас","PCV 10 rev.",419,358
2020,"Врњачка Бања","bOPV rev. 2",229,229
2020,"Врњачка Бања","bOPV rev. 3",188,179
2020,"Врњачка Бања","DT rev. 2",227,208
2021,"Врњачка Бања","DT rev. 2",236,236
2020,"Врњачка Бања","dT rev. 3",188,178
2021,"Врњачка Бања","dT rev. 3",310,310
2020,"Врњачка Бања","DTаP-IPV-Hib",203,203
2021,"Врњачка Бања","DTаP-IPV-Hib",203,195
2020,"Врњачка Бања","DTаP-IPV-Hib rev. 1",236,195
2021,"Врњачка Бања","DTаP-IPV-Hib rev. 1",216,202
2020,"Врњачка Бања","Hep B",196,196
2020,"Врњачка Бања","Hep B",,1
2021,"Врњачка Бања","Hep B",204,204
2021,"Врњачка Бања","Hep B",,1
2021,"Врњачка Бања","IPV rev. 2",220,202
2020,"Врњачка Бања","MMR 1",234,189
2020,"Врњачка Бања","MMR 1",,1
2021,"Врњачка Бања","MMR 1",220,196
2020,"Врњачка Бања","MMR 2",234,234
2020,"Врњачка Бања","MMR 2",,3
2021,"Врњачка Бања","MMR 2",202,202
2020,"Врњачка Бања","PCV 10",199,199
2021,"Врњачка Бања","PCV 10",203,191
2020,"Врњачка Бања","PCV 10 rev.",226,181
2021,"Врњачка Бања","PCV 10 rev.",203,191
2020,"Вршац","bOPV rev. 2",409,370
2020,"Вршац","bOPV rev. 3",496,405
2020,"Вршац","DT rev. 2",409,330
2021,"Вршац","DT rev. 2",460,444
2020,"Вршац","dT rev. 3",496,406
2021,"Вршац","dT rev. 3",461,439
2020,"Вршац","DTаP-IPV-Hib",386,345
2021,"Вршац","DTаP-IPV-Hib",396,376
2020,"Вршац","DTаP-IPV-Hib rev. 1",359,306
2021,"Вршац","DTаP-IPV-Hib rev. 1",366,362
2020,"Вршац","Hep B",387,355
2020,"Вршац","Hep B",,6
2021,"Вршац","Hep B",399,378
2021,"Вршац","IPV rev. 2",460,444
2020,"Вршац","MMR 1",403,356
2020,"Вршац","MMR 1",,23
2021,"Вршац","MMR 1",351,333
2021,"Вршац","MMR 1",,35
2020,"Вршац","MMR 2",409,380
2020,"Вршац","MMR 2",,11
2021,"Вршац","MMR 2",460,444
2021,"Вршац","MMR 2",,6
2020,"Вршац","PCV 10",386,345
2021,"Вршац","PCV 10",396,376
2020,"Вршац","PCV 10 rev.",359,306
2021,"Вршац","PCV 10 rev.",366,362
2020,"Гаџин Хан","bOPV rev. 2",22,17
2020,"Гаџин Хан","bOPV rev. 3",40,37
2020,"Гаџин Хан","DT rev. 2",22,16
2021,"Гаџин Хан","DT rev. 2",34,29
2020,"Гаџин Хан","dT rev. 3",40,37
2021,"Гаџин Хан","dT rev. 3",41,38
2020,"Гаџин Хан","DTаP-IPV-Hib",19,14
2021,"Гаџин Хан","DTаP-IPV-Hib",20,17
2020,"Гаџин Хан","DTаP-IPV-Hib rev. 1",22,21
2021,"Гаџин Хан","DTаP-IPV-Hib rev. 1",20,17
2020,"Гаџин Хан","Hep B",130,126
2020,"Гаџин Хан","Hep B",,630
2021,"Гаџин Хан","Hep B",20,17
2021,"Гаџин Хан","IPV rev. 2",34,31
2020,"Гаџин Хан","MMR 1",22,20
2021,"Гаџин Хан","MMR 1",20,10
2021,"Гаџин Хан","MMR 1",,5
2021,"Гаџин Хан","MMR 1+2",,5
2020,"Гаџин Хан","MMR 2",22,17
2021,"Гаџин Хан","MMR 2",34,31
2021,"Гаџин Хан","MMR 2",,2
2020,"Гаџин Хан","PCV 10",19,19
2021,"Гаџин Хан","PCV 10",20,20
2020,"Гаџин Хан","PCV 10 rev.",22,20
2021,"Гаџин Хан","PCV 10 rev.",20,16
2020,"Гњилане","bOPV rev. 2",232,206
2020,"Гњилане","bOPV rev. 3",226,132
2020,"Гњилане","DT rev. 2",232,215
2021,"Гњилане","DT rev. 2",230,230
2020,"Гњилане","dT rev. 3",226,77
2021,"Гњилане","dT rev. 3",220,90
2020,"Гњилане","DTаP-IPV-Hib",156,124
2021,"Гњилане","DTаP-IPV-Hib",204,139
2020,"Гњилане","DTаP-IPV-Hib rev. 1",165,136
2021,"Гњилане","DTаP-IPV-Hib rev. 1",204,101
2020,"Гњилане","Hep B",173,109
2021,"Гњилане","Hep B",204,137
2021,"Гњилане","IPV rev. 2",227,168
2020,"Гњилане","MMR 1",165,97
2021,"Гњилане","MMR 1",204,86
2020,"Гњилане","MMR 2",230,199
2021,"Гњилане","MMR 2",227,225
2020,"Гњилане","PCV 10",156,124
2021,"Гњилане","PCV 10",204,139
2021,"Гњилане","PCV 10 rev.",204,116
2020,"Голубац","bOPV rev. 2",30,29
2020,"Голубац","bOPV rev. 3",74,66
2020,"Голубац","DT rev. 2",30,30
2021,"Голубац","DT rev. 2",50,49
2020,"Голубац","dT rev. 3",74,66
2021,"Голубац","dT rev. 3",55,39
2020,"Голубац","DTаP-IPV-Hib",47,47
2021,"Голубац","DTаP-IPV-Hib",49,47
2020,"Голубац","DTаP-IPV-Hib rev. 1",47,39
2021,"Голубац","DTаP-IPV-Hib rev. 1",49,48
2020,"Голубац","Hep B",47,46
2021,"Голубац","Hep B",49,49
2021,"Голубац","IPV rev. 2",50,50
2020,"Голубац","MMR 1",47,45
2021,"Голубац","MMR 1",49,45
2020,"Голубац","MMR 2",30,29
2021,"Голубац","MMR 2",50,50
2020,"Голубац","PCV 10",47,41
2021,"Голубац","PCV 10",49,47
2020,"Голубац","PCV 10 rev.",47,35
2021,"Голубац","PCV 10 rev.",49,48
2020,"Горњи Милановац","bOPV rev. 2",350,284
2020,"Горњи Милановац","bOPV rev. 3",350,284
2020,"Горњи Милановац","DT rev. 2",350,260
2021,"Горњи Милановац","DT rev. 2",400,378
2020,"Горњи Милановац","dT rev. 3",350,249
2021,"Горњи Милановац","dT rev. 3",380,179
2020,"Горњи Милановац","DTаP-IPV-Hib",350,347
2021,"Горњи Милановац","DTаP-IPV-Hib",350,330
2020,"Горњи Милановац","DTаP-IPV-Hib rev. 1",350,334
2021,"Горњи Милановац","DTаP-IPV-Hib rev. 1",365,365
2020,"Горњи Милановац","Hep B",350,349
2020,"Горњи Милановац","Hep B",,5
2021,"Горњи Милановац","Hep B",350,333
2021,"Горњи Милановац","Hep B",,2
2021,"Горњи Милановац","IPV rev. 2",400,345
2020,"Горњи Милановац","MMR 1",350,322
2020,"Горњи Милановац","MMR 1",,1
2021,"Горњи Милановац","MMR 1",345,341
2021,"Горњи Милановац","MMR 1",,1
2020,"Горњи Милановац","MMR 2",350,322
2020,"Горњи Милановац","MMR 2",,1
2021,"Горњи Милановац","MMR 2",400,350
2021,"Горњи Милановац","MMR 2",,1
2020,"Горњи Милановац","PCV 10",350,337
2021,"Горњи Милановац","PCV 10",350,324
2020,"Горњи Милановац","PCV 10 rev.",350,339
2021,"Горњи Милановац","PCV 10 rev.",360,356
2020,"Грачаница","bOPV rev. 2",155,126
2020,"Грачаница","bOPV rev. 3",180,110
2020,"Грачаница","DT rev. 2",155,125
2021,"Грачаница","DT rev. 2",160,114
2020,"Грачаница","dT rev. 3",180,112
2021,"Грачаница","dT rev. 3",178,74
2020,"Грачаница","DTаP-IPV-Hib",150,134
2021,"Грачаница","DTаP-IPV-Hib",150,108
2020,"Грачаница","DTаP-IPV-Hib rev. 1",150,110
2021,"Грачаница","DTаP-IPV-Hib rev. 1",150,84
2020,"Грачаница","Hep B",150,114
2021,"Грачаница","Hep B",150,108
2021,"Грачаница","IPV rev. 2",160,119
2020,"Грачаница","MMR 1",150,92
2021,"Грачаница","MMR 1",150,112
2020,"Грачаница","MMR 2",155,127
2021,"Грачаница","MMR 2",160,104
2020,"Грачаница","PCV 10",150,134
2021,"Грачаница","PCV 10",150,108
2021,"Грачаница","PCV 10 rev.",150,80
2020,"Гроцка","bOPV rev. 2",960,659
2020,"Гроцка","bOPV rev. 3",1000,623
2020,"Гроцка","DT rev. 2",963,649
2021,"Гроцка","DT rev. 2",800,732
2020,"Гроцка","dT rev. 3",1000,629
2021,"Гроцка","dT rev. 3",140,89
2020,"Гроцка","DTаP-IPV-Hib",810,665
2021,"Гроцка","DTаP-IPV-Hib",730,628
2020,"Гроцка","DTаP-IPV-Hib rev. 1",898,652
2021,"Гроцка","DTаP-IPV-Hib rev. 1",700,603
2020,"Гроцка","Hep B",880,704
2021,"Гроцка","Hep B",740,594
2021,"Гроцка","Hep B",,19
2021,"Гроцка","IPV rev. 2",800,711
2020,"Гроцка","MMR 1",827,617
2020,"Гроцка","MMR 1",,7
2021,"Гроцка","MMR 1",700,479
2021,"Гроцка","MMR 1",,27
2020,"Гроцка","MMR 1+2",,3
2020,"Гроцка","MMR 2",1027,692
2020,"Гроцка","MMR 2",,4
2021,"Гроцка","MMR 2",700,633
2021,"Гроцка","MMR 2",,16
2020,"Гроцка","PCV 10",800,629
2021,"Гроцка","PCV 10",730,636
2020,"Гроцка","PCV 10 rev.",600,341
2021,"Гроцка","PCV 10 rev.",980,491
2020,"Деспотовац","bOPV rev. 2",123,118
2020,"Деспотовац","bOPV rev. 3",148,142
2020,"Деспотовац","DT rev. 2",123,118
2021,"Деспотовац","DT rev. 2",148,146
2020,"Деспотовац","dT rev. 3",148,142
2021,"Деспотовац","dT rev. 3",131,125
2020,"Деспотовац","DTаP-IPV-Hib",126,126
2021,"Деспотовац","DTаP-IPV-Hib",126,126
2020,"Деспотовац","DTаP-IPV-Hib rev. 1",126,120
2021,"Деспотовац","DTаP-IPV-Hib rev. 1",126,120
2020,"Деспотовац","Hep B",126,126
2021,"Деспотовац","Hep B",126,126
2021,"Деспотовац","IPV rev. 2",148,136
2020,"Деспотовац","MMR 1",126,120
2020,"Деспотовац","MMR 1",,2
2021,"Деспотовац","MMR 1",126,117
2021,"Деспотовац","MMR 1",,3
2020,"Деспотовац","MMR 2",123,118
2020,"Деспотовац","MMR 2",,2
2021,"Деспотовац","MMR 2",148,136
2020,"Деспотовац","PCV 10",126,126
2021,"Деспотовац","PCV 10",126,125
2020,"Деспотовац","PCV 10 rev.",126,120
2021,"Деспотовац","PCV 10 rev.",126,120
2020,"Димитровград","bOPV rev. 2",49,49
2020,"Димитровград","bOPV rev. 3",68,68
2020,"Димитровград","DT rev. 2",49,0
2021,"Димитровград","DT rev. 2",52,52
2020,"Димитровград","dT rev. 3",68,68
2021,"Димитровград","dT rev. 3",106,106
2020,"Димитровград","DTаP-IPV-Hib",39,38
2021,"Димитровград","DTаP-IPV-Hib",35,35
2020,"Димитровград","DTаP-IPV-Hib rev. 1",52,50
2021,"Димитровград","DTаP-IPV-Hib rev. 1",64,64
2020,"Димитровград","Hep B",60,52
2021,"Димитровград","Hep B",63,37
2021,"Димитровград","IPV rev. 2",52,51
2020,"Димитровград","MMR 1",60,39
2021,"Димитровград","MMR 1",62,44
2021,"Димитровград","MMR 1",,5
2020,"Димитровград","MMR 2",49,49
2021,"Димитровград","MMR 2",52,52
2021,"Димитровград","MMR 2",,5
2020,"Димитровград","PCV 10",39,32
2021,"Димитровград","PCV 10",35,35
2020,"Димитровград","PCV 10 rev.",52,50
2021,"Димитровград","PCV 10 rev.",40,36
2020,"Дољевац","bOPV rev. 2",110,66
2020,"Дољевац","bOPV rev. 3",190,161
2020,"Дољевац","DT rev. 2",110,61
2021,"Дољевац","DT rev. 2",150,79
2020,"Дољевац","dT rev. 3",200,137
2021,"Дољевац","dT rev. 3",200,175
2020,"Дољевац","DTаP-IPV-Hib",120,119
2021,"Дољевац","DTаP-IPV-Hib",110,100
2020,"Дољевац","DTаP-IPV-Hib rev. 1",100,83
2021,"Дољевац","DTаP-IPV-Hib rev. 1",110,107
2020,"Дољевац","Hep B",19,16
2021,"Дољевац","Hep B",110,110
2021,"Дољевац","Hep B",,7
2021,"Дољевац","IPV rev. 2",150,96
2020,"Дољевац","MMR 1",100,78
2020,"Дољевац","MMR 1",,270
2021,"Дољевац","MMR 1",100,91
2021,"Дољевац","MMR 1",,18
2020,"Дољевац","MMR 1+2",,600
2021,"Дољевац","MMR 1+2",,26
2020,"Дољевац","MMR 2",100,64
2020,"Дољевац","MMR 2",,330
2021,"Дољевац","MMR 2",100,66
2021,"Дољевац","MMR 2",,8
2020,"Дољевац","PCV 10",110,93
2021,"Дољевац","PCV 10",110,81
2020,"Дољевац","PCV 10 rev.",100,46
2021,"Дољевац","PCV 10 rev.",110,84
2020,"Доња Гуштерица","bOPV rev. 2",100,0
2020,"Доња Гуштерица","bOPV rev. 3",120,67
2020,"Доња Гуштерица","DT rev. 2",100,0
2021,"Доња Гуштерица","DT rev. 2",120,115
2020,"Доња Гуштерица","dT rev. 3",120,67
2021,"Доња Гуштерица","dT rev. 3",100,0
2020,"Доња Гуштерица","DTаP-IPV-Hib",60,63
2021,"Доња Гуштерица","DTаP-IPV-Hib",60,47
2020,"Доња Гуштерица","DTаP-IPV-Hib rev. 1",60,42
2021,"Доња Гуштерица","DTаP-IPV-Hib rev. 1",60,57
2020,"Доња Гуштерица","Hep B",60,59
2021,"Доња Гуштерица","Hep B",60,45
2021,"Доња Гуштерица","IPV rev. 2",120,60
2020,"Доња Гуштерица","MMR 1",60,35
2021,"Доња Гуштерица","MMR 1",60,57
2020,"Доња Гуштерица","MMR 2",100,0
2021,"Доња Гуштерица","MMR 2",120,95
2020,"Доња Гуштерица","PCV 10",60,54
2021,"Доња Гуштерица","PCV 10",60,50
2021,"Доња Гуштерица","PCV 10 rev.",60,52
2020,"Жабаљ","bOPV rev. 2",267,265
2020,"Жабаљ","bOPV rev. 3",292,286
2020,"Жабаљ","DT rev. 2",267,206
2021,"Жабаљ","DT rev. 2",273,270
